header,date,link
В Национальной системе платежных карт сообщили о DDos-атаках на СБП ,"20.06.2024, 16:49",https://ria.ru/20240620/sbp-1954310919.html
"Макет головного вагона высокоскоростного поезда покажут на ""Иннопроме"" ","20.06.2024, 15:21",https://ria.ru/20240620/poezd-1954271313.html
Доля юаня в расчетах через SWIFT снижается ,"20.06.2024, 09:18",https://ria.ru/20240620/yuan-1954151782.html
"Россия рассчитывает на активную работу вьетнамских инвесторов, заявил Путин ","19.06.2024, 18:57",https://ria.ru/20240619/putin-1954078930.html
Wildberries и Группа Russ объявляют об объединении ,"18.06.2024, 20:36",https://ria.ru/20240618/platforma-1953807440.html
Nvidia стала самой дорогой компанией в мире ,"18.06.2024, 20:25",https://ria.ru/20240618/nvidia-1953805884.html
РЭЦ: более 120 партнеров обеспечивают доставку грузов по миру ,"18.06.2024, 14:46",https://ria.ru/20240618/rets-1953679846.html
В App Store появилось новое мобильное приложение для клиентов Сбербанка ,"18.06.2024, 09:18",https://ria.ru/20240618/sberbank-1953574547.html
"Группа ГМС вложит 11,9 млрд рублей в локализацию сверхмощных компрессоров ","17.06.2024, 18:45",https://ria.ru/20240617/kompressory-1953495816.html
"ФАС повысила тарифы на пересылку писем и бандеролей ""Почты России"" ","17.06.2024, 17:58",https://ria.ru/20240617/pochta-1953493110.html
"Стало известно, какие виды транспорта выпускаются в ОЭЗ ""Технополис Москва"" ","15.06.2024, 12:03",https://ria.ru/20240615/moskva-1953094544.html
Предприятия Москвы повышают производство благодаря бережливым технологиям ,"14.06.2024, 12:03",https://ria.ru/20240614/ekonomika-1952834619.html
Торгпред дал совет компаниям из КНР для укрепления позиций на рынке России  ,"14.06.2024, 08:58",https://ria.ru/20240614/torgpred-1952770016.html
Медведев заявил о переходе к новому типу международного сотрудничества ,"14.06.2024, 00:23",https://ria.ru/20240614/medvedev-1952743954.html
В БРИКС предложили ввести децентрализованную систему международных платежей ,"13.06.2024, 18:26",https://ria.ru/20240613/platezhi-1952675411.html
"Наступило время для развития отечественных брендов, считает эксперт ","13.06.2024, 16:50",https://ria.ru/20240613/brendy-1952632333.html
Британия ввела санкции против пяти иностранных компаний за связи с Россией ,"13.06.2024, 16:06",https://ria.ru/20240613/sanktsii-1952618309.html
Генпрокуратуру попросили проверить Nestle и Mondelez на финансирование ВСУ ,"13.06.2024, 14:42",https://ria.ru/20240613/lugovoy-1952588039.html
В Госдуме одобрили проект о технологической политике в России ,"13.06.2024, 11:40",https://ria.ru/20240613/gosduma-1952526270.html
Дроздов: ВЭБ.РФ может соединять крупный бизнес и технологические стартапы   ,"13.06.2024, 09:00",https://ria.ru/20240613/drozdov-1952289203.html
"Новые санкции США не повлияют на работу ПСБ, заявили в банке ","12.06.2024, 22:49",https://ria.ru/20240612/psb-1952448810.html
"Эксперт раскрыл, как запрет США на оказание IT-услуг повлияет на iPhone ","12.06.2024, 19:35",https://ria.ru/20240612/ekspert-1952424477.html
"Первый производственный корпус ОЭЗ ""Новгородская"" запущен ","12.06.2024, 19:13",https://ria.ru/20240612/oez-1952421610.html
Apple вновь стала самой дорогой компанией в мире ,"12.06.2024, 19:04",https://ria.ru/20240612/apple-1952420028.html
"В новый список санкций США вошли компании, связанные с IT и авиацией ","12.06.2024, 18:51",https://ria.ru/20240612/sanktsii-1952418058.html
В Госдуме призвали не рассчитывать на большой заработок в Hamster Combat ,"11.06.2024, 17:46",https://ria.ru/20240611/hamstercombat-1952243516.html
